feature,nan_frac,n_unique,var,auc_single_feature
item_50983_count_der,0.014285714285714285,26,77.626759084226,0.6375
item_50902_count_orig,0.014285714285714285,26,77.6074354127284,0.6372685185185185
item_50902_count_der,0.014285714285714285,26,77.6074354127284,0.6372685185185185
item_50971_count_orig,0.014285714285714285,25,77.31280193236714,0.6361111111111111
item_50971_count_der,0.014285714285714285,25,77.31280193236714,0.6361111111111111
item_51277_max,0.05,66,7.717410820283792,0.6308316430020284
item_50882_pct_abnormal,0.02142857142857143,34,0.13694994738845245,0.6291666666666667
item_50970_min,0.04285714285714286,48,1.70581198485186,0.6287078934137758
item_50960_mean,0.03571428571428571,82,0.1022607164620366,0.6283649052841476
item_50970_delta,0.04285714285714286,61,1.8514329472042772,0.6266968325791855
item_50902_delta,0.014285714285714285,28,38.975215290905275,0.6259259259259259
item_50983_std,0.21428571428571427,92,2.657124200072784,0.6213322759714512
item_51248_std,0.22857142857142856,105,0.1053886850446754,0.6194331983805668
item_51301_std,0.22857142857142856,108,8.909609180375112,0.6153846153846154
item_50970_pct_abnormal,0.04285714285714286,35,0.14718918963212171,0.6116138763197587
item_51277_mean,0.05,117,5.579345612919521,0.6090263691683571
item_51250_min,0.05,30,44.67036011080332,0.6075050709939148
item_51248_max,0.05,77,7.928698060941827,0.6024340770791075
item_51221_std,0.21428571428571427,109,1.466520258423893,0.6019032513877874
item_50971_last,0.014285714285714285,29,0.44088059231253945,0.5995370370370371
item_51301_slope,0.22857142857142856,108,0.05118965364082291,0.5991902834008097
item_51248_last,0.05,71,7.468353213861723,0.5940669371196753
item_50970_std,0.32142857142857145,92,0.2653392885466532,0.591710758377425
item_50902_slope,0.21428571428571427,110,0.047208605654882295,0.5892149088025378
item_51277_last,0.05,61,5.594164735146136,0.5884888438133874
item_50931_std,0.2642857142857143,101,2195.4490613487146,0.582905982905983
item_51248_mean,0.05,119,7.507350862672478,0.5821501014198783
item_51301_delta,0.05,95,49.11560630900559,0.5778397565922921
item_50931_max,0.02142857142857143,102,16452.364004475465,0.575735294117647
item_51277_min,0.05,60,4.821984284018316,0.5740365111561866
item_50983_delta,0.014285714285714285,25,26.371560596513334,0.5708333333333333
item_51277_slope,0.22857142857142856,108,0.0005765321348565356,0.5700404858299596
item_51248_min,0.05,75,7.3179874498275765,0.5692190669371195
item_50970_slope,0.32142857142857145,95,0.0013380515896006134,0.5687830687830688
item_50960_pct_abnormal,0.03571428571428571,19,0.05568950734912445,0.567298105682951
item_51279_std,0.22857142857142856,108,0.01823223419094,0.5635627530364373
item_50983_slope,0.21428571428571427,110,0.02420491554700822,0.56304520222046
item_51222_std,0.22857142857142856,106,0.1606628625789042,0.5562753036437247
los,0.0,140,15.073135986081116,0.5558333333333333
item_51277_pct_abnormal,0.05,19,0.18339428155385543,0.5557809330628802
item_51249_slope,0.22857142857142856,108,0.0016015430422232817,0.5554655870445344
item_51301_max,0.05,104,197.20052122788172,0.5504563894523327
item_50983_last,0.014285714285714285,26,23.738972904851927,0.5502314814814815
item_50893_last,0.04285714285714286,29,0.3748897304522166,0.5472599296128707
item_50971_min,0.014285714285714285,26,0.2857808233564377,0.5412037037037036
item_50893_mean,0.04285714285714286,93,0.29839328692152006,0.5407239819004525
item_51222_pct_abnormal,0.05,16,0.08951130442035789,0.5400608519269776
item_50960_min,0.03571428571428571,19,0.11943813443072705,0.5393818544366898
item_50960_delta,0.03571428571428571,37,0.15370315500685874,0.5351445663010966
item_51301_pct_abnormal,0.05,28,0.17189488638259276,0.5329614604462475
item_51265_std,0.22857142857142856,106,807.9456117102039,0.5311740890688259
item_51221_pct_abnormal,0.05,14,0.1065018424241031,0.5309330628803246
item_50971_slope,0.21428571428571427,110,0.0006382087773840402,0.5297383029341792
item_50868_delta,0.02142857142857143,24,19.617028078214076,0.5276960784313726
item_50868_slope,0.21428571428571427,110,0.017677540677894038,0.5265662172878668
item_50960_std,0.2571428571428571,93,0.12230157359872641,0.5261904761904762
item_50931_mean,0.02142857142857143,125,2230.3949162316376,0.5176470588235295
item_51249_std,0.22857142857142856,104,0.0857824234608131,0.5165991902834008
item_50960_last,0.03571428571428571,19,0.13067764060356654,0.514456630109671
item_50983_max,0.014285714285714285,28,34.43835328712455,0.5125
item_51279_pct_abnormal,0.05,14,0.07627344682232798,0.5048174442190669
item_51279_slope,0.22857142857142856,108,0.0003512125216845693,0.5044534412955466
item_50960_slope,0.2571428571428571,104,0.0004248045499281437,0.503968253968254
item_51250_delta,0.05,15,6.268302334784329,0.5007606490872211
item_50902_std,0.21428571428571427,97,3.296144668125328,0.4976209357652657
item_51222_slope,0.22857142857142856,108,0.0028501499821661984,0.4947368421052632
item_51265_max,0.05714285714285714,112,12898.975837924701,0.4930946291560102
item_51250_pct_abnormal,0.05,15,0.12155760961189695,0.48960446247464506
item_50971_delta,0.014285714285714285,60,0.5632682209619828,0.48958333333333337
item_50902_last,0.014285714285714285,31,40.084226002940554,0.4891203703703703
subject_id_orig,0.0,100,117050151.54668368,0.4839583333333334
subject_id_der,0.0,100,117050151.54668368,0.4839583333333334
item_50902_max,0.014285714285714285,32,46.336746481831554,0.4770833333333333
item_51301_mean,0.05,121,111.11308179786286,0.4655172413793104
item_51265_slope,0.22857142857142856,108,3.7517307503877046,0.46234817813765183
item_51221_slope,0.21428571428571427,110,0.018128441094977472,0.46233148295003973
item_51249_max,0.05,57,3.043584148340776,0.4606997971602434
item_50902_time_to_first_hours_der,0.014285714285714285,134,22.733846284611204,0.45787037037037037
item_51248_delta,0.05,50,0.6962202498728026,0.4563894523326572
item_50931_slope,0.2642857142857143,103,13.669636746582366,0.4547008547008547
item_51249_pct_abnormal,0.05,25,0.14539733872619612,0.45461460446247465
item_51006_time_to_first_hours_der,0.02142857142857143,133,23.085718341964913,0.45441176470588235
item_50983_time_to_first_hours_der,0.014285714285714285,134,24.06865827555615,0.45416666666666666
item_50912_time_to_first_hours_der,0.02142857142857143,133,23.138437882460178,0.4529411764705882
item_51248_slope,0.22857142857142856,108,0.0012775677983869315,0.45263157894736844
item_51249_delta,0.05,61,0.9743049352705068,0.4523326572008114
item_50971_time_to_first_hours_der,0.014285714285714285,134,24.016731266368854,0.4518518518518519
item_50882_time_to_first_hours_der,0.02142857142857143,133,24.149273339074018,0.44999999999999996
item_50868_time_to_first_hours_der,0.02142857142857143,133,24.083973102572926,0.44803921568627453
item_51265_time_to_first_hours_der,0.05714285714285714,128,29.037034084000783,0.4460358056265985
item_51250_time_to_first_hours_der,0.05,129,28.835106680487424,0.44320486815415827
item_51248_time_to_first_hours_der,0.05,129,28.835106680487424,0.44320486815415827
item_51222_time_to_first_hours_der,0.05,129,28.835106680487424,0.44320486815415827
item_51277_time_to_first_hours_der,0.05,129,28.835106680487424,0.44320486815415827
item_51301_time_to_first_hours_der,0.05,129,28.835106680487424,0.44320486815415827
item_51279_time_to_first_hours_der,0.05,129,28.835106680487424,0.44320486815415827
item_51249_time_to_first_hours_der,0.05,129,28.835106680487424,0.44320486815415827
item_50902_min,0.014285714285714285,29,39.10060911573199,0.44212962962962965
item_50893_min,0.04285714285714286,33,0.767276119402985,0.43916540975364504
item_51221_time_to_first_hours_der,0.05,129,27.29291791753995,0.4371196754563894
item_50902_mean,0.014285714285714285,97,32.17576919067319,0.4361111111111111
item_50983_mean,0.014285714285714285,85,20.3706732652368,0.4351851851851852
item_50893_pct_abnormal,0.04285714285714286,36,0.17291909494976873,0.4321266968325792
item_50983_min,0.014285714285714285,23,23.950010501995376,0.43124999999999997
item_51265_last,0.05714285714285714,111,10220.069559228652,0.43094629156010233
hadm_id_der,0.0,128,8518549338946.52,0.4295833333333333
hadm_id_orig,0.0,128,8518549338946.52,0.4295833333333333
item_50931_pct_abnormal,0.02142857142857143,31,0.06986111475422446,0.4269607843137255
item_51265_mean,0.05714285714285714,131,9055.015367998765,0.4230179028132992
item_50931_delta,0.02142857142857143,74,7489.05759497043,0.42058823529411765
item_50882_max,0.02142857142857143,22,22.931109808727157,0.41642156862745094
item_50931_last,0.02142857142857143,90,2951.9807128776174,0.4161764705882353
item_51222_delta,0.05,68,1.8520052009723558,0.4155679513184585
item_51221_max,0.05,94,26.023251738368476,0.4155679513184584
item_51249_mean,0.05,118,2.4883493196595325,0.41404665314401623
item_51265_delta,0.05714285714285714,87,8614.254993112947,0.4122762148337596
item_51301_min,0.05,98,84.25534399909547,0.4117647058823529
item_51248_pct_abnormal,0.05,18,0.16752353725671787,0.4061866125760649
item_51279_delta,0.05,97,0.18823005257504663,0.3978194726166329
item_50931_min,0.02142857142857143,80,1250.1261654856414,0.3948529411764706
item_51221_delta,0.05,99,16.813089490643904,0.3935091277890467
item_50931_time_to_first_hours_der,0.02142857142857143,134,35.02068007802299,0.39313725490196083
item_50960_time_to_first_hours_der,0.03571428571428571,132,44.47684441811038,0.3908275174476571
item_51250_slope,0.22857142857142856,108,0.005697286287014497,0.39028340080971663
item_50893_slope,0.3142857142857143,96,0.0005978317270708337,0.3893728222996516
item_51265_min,0.05714285714285714,111,9362.990989439853,0.3869565217391304
item_51221_last,0.05,100,34.43885013285093,0.3859026369168358
item_51301_last,0.05,95,194.6375046639154,0.3851419878296146
item_50882_last,0.02142857142857143,23,21.359475731258993,0.3796568627450981
item_51249_last,0.05,51,2.64092373791622,0.37728194726166325
item_50893_time_to_first_hours_der,0.04285714285714286,131,96.25856210473081,0.37606837606837606
item_51221_mean,0.05,128,25.462306670687067,0.3734787018255578
item_50882_slope,0.21428571428571427,110,0.01143270638330916,0.3711340206185567
item_50882_delta,0.02142857142857143,24,22.26874100911077,0.3669117647058823
item_51222_max,0.05,59,3.1504030753575667,0.36637931034482757
item_51221_min,0.05,103,36.47819322742947,0.3651115618661258
item_50970_time_to_first_hours_der,0.04285714285714286,131,118.86104932194078,0.36500754147812975
item_50893_delta,0.04285714285714286,47,0.46923368233459567,0.35696329813976874
item_51249_min,0.05,58,2.588206229860365,0.35420892494929007
item_51222_last,0.05,61,3.74494205438408,0.3509127789046653
item_51279_last,0.05,100,0.47757892475549774,0.3389959432048682
item_51222_mean,0.05,118,3.0308881649544746,0.33899594320486814
item_51279_max,0.05,105,0.403326530612245,0.3377281947261664
item_51222_min,0.05,64,4.056924642433151,0.3336713995943205
item_51279_min,0.05,103,0.5309396461077506,0.3184584178498986
item_51279_mean,0.05,126,0.4026074204487786,0.3080628803245436
item_50882_mean,0.02142857142857143,86,15.393723042273663,0.28897058823529415
item_50882_min,0.02142857142857143,24,25.384943257499067,0.27499999999999997
